S.NO,EMP ID,Employee Name,EmailId,Father's Name,Department,Designation,Pay Days,Present Days,BASIC,HRA,CONVEYANCE,CCA,OTHER EARN,PH.LIS.AMT,R F PHEC,NS ALLOW,SPL ALLOW,EXTRA DUTY,ARREARS,Total Earning,PF,ESI,PT,TDS,MOBILE DED,PEHC DED,OTHER DED,Total Dedn,Net Amount
114,103,Chitra Nair,ChitraNair@gmail.com,,Nursing,Staff Nurse,30,30,"5,600.00","2,240.00",800,"2,560.00",0,0,0,0,0,"1,000.00",919,"13,119.00",727,229.6,100,0,0,0,0,"1,056.60","12,062.00"
115,105,Rekha Thakur,RekhaThakur@gmail.com,,Nursing,Staff Nurse,26,26,"4,945.00","1,978.00",693,"2,274.00",0,0,0,0,0,0,0,"9,890.00",593,173.1,80,0,0,0,0,846.1,"9,044.00"
116,107,Shalini Jain,ShaliniJain@gmail.com,,Nursing,Staff Nurse,30,30,"6,038.00","2,415.00",800,"2,823.00",750,0,0,"2,500.00",0,0,"3,119.00","18,445.00",780,279.05,100,0,0,0,0,"1,159.05","17,286.00"
117,117,Neha Rao,NehaRao@gmail.com,,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,0,0,0,0,"7,750.00",465,135.65,80,0,0,0,0,680.65,"7,069.00"
118,121,Radha Kaul,RadhaKaul@gmail.com,,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,0,0,0,0,"7,750.00",465,135.65,80,0,0,0,0,680.65,"7,069.00"
119,122,Suraj Naik,SurajNaik@gmail.com,,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,"1,000.00",0,0,0,"8,750.00",465,135.65,80,0,0,0,0,680.65,"8,069.00"
120,132,Priya Pandey,PriyaPandey@gmail.com,,Nursing,Staff Nurse,30,30,"4,063.00","1,625.00",800,"1,638.00",0,0,0,0,0,0,0,"8,126.00",488,142.25,80,0,0,0,0,710.25,"7,416.00"
121,134,Tejas Jain,TejasJain@gmail.com,,Nursing,Staff Nurse,30,30,"4,063.00","1,625.00",800,"1,638.00",0,0,0,0,0,271,0,"8,397.00",488,146.95,80,0,0,0,0,714.95,"7,682.00"
122,141,Maya Naidu,MayaNaidu@gmail.com,,Nursing,Staff Nurse,30,30,"4,375.00","1,750.00",800,"1,825.00",0,0,0,0,0,0,0,"8,750.00",525,153.15,80,0,0,0,0,758.15,"7,992.00"
123,144,Sandeep Bhattacharya,SandeepBhattacharya@gmail.com,,Nursing,Staff Nurse,30,30,"7,875.00","3,150.00",800,"3,925.00","1,000.00",0,0,"2,500.00",0,0,0,"19,250.00",780,0,150,0,0,0,0,930,"18,320.00"
124,145,Namrata Menon,NamrataMenon@gmail.com,,Nursing,Nursing Superintendent,30,30,"42,500.00","17,000.00",800,"24,700.00",0,0,0,0,0,0,0,"85,000.00",780,0,200,"4,000.00",0,0,0,"4,980.00","80,020.00"
125,149,Kavita Malhotra,KavitaMalhotra@gmail.com,,Nursing,Staff Nurse,15,15,"1,750.00",700,400,650,0,0,0,0,0,0,0,"3,500.00",210,61.25,0,0,0,0,0,271.25,"3,229.00"
126,150,Neha Menon,NehaMenon@gmail.com,,Nursing,Staff Nurse,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,"1,167.00",0,"8,167.00",420,142.95,80,0,0,0,0,642.95,"7,524.00"
127,152,Ajay Sharma,AjaySharma@gmail.com,,Nursing,Staff Nurse,30,30,"5,388.00","2,155.00",800,"2,433.00",0,0,0,"1,000.00",0,0,0,"11,776.00",647,188.6,100,0,0,0,0,935.6,"10,840.00"
128,153,Ritu Thakur,RituThakur@gmail.com,,Nursing,Staff Nurse,30,30,"5,388.00","2,155.00",800,"2,433.00",0,0,0,"1,000.00",0,0,0,"11,776.00",647,188.6,100,0,0,0,0,935.6,"10,840.00"
129,154,Kiran Reddy,KiranReddy@gmail.com,,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,"2,500.00",0,0,0,"10,250.00",465,135.65,80,0,0,0,0,680.65,"9,569.00"
130,155,Madhavi Mishra,MadhaviMishra@gmail.com,,Nursing,Staff Nurse,22,22,"3,057.00","1,223.00",587,"1,248.00",0,0,0,"1,000.00",0,623,0,"7,738.00",367,117.95,80,0,0,0,0,564.95,"7,173.00"
131,169,Nitin Chatterjee,NitinChatterjee@gmail.com,,Nursing,Staff Nurse,30,30,"5,225.00","2,090.00",800,"2,335.00",0,0,0,0,0,0,0,"10,450.00",627,182.9,100,0,0,0,0,909.9,"9,540.00"
132,171,Ravi Kumar,RaviKumar@gmail.com,,Nursing,Staff Nurse,29,29,"5,848.00","2,339.00",773,"2,736.00",0,0,0,0,0,0,0,"11,696.00",702,204.7,100,0,0,0,0,"1,006.70","10,689.00"
133,173,Pankaj Chopra,PankajChopra@gmail.com,,Nursing,Staff Nurse,30,30,"4,600.00","1,840.00",800,"1,960.00",0,0,0,"1,000.00",0,680,0,"10,880.00",552,172.9,80,0,0,0,0,804.9,"10,075.00"
134,175,Vivek Tripathi,VivekTripathi@gmail.com,,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,179,Sanjay Gupta,SanjayGupta@gmail.com,,Nursing,Staff Nurse,30,30,"4,600.00","1,840.00",800,"1,960.00",0,0,0,"1,000.00",0,340,0,"10,540.00",552,166.95,80,0,0,0,0,798.95,"9,741.00"
136,181,Rohan Nair,RohanNair@gmail.com,,Nursing,Staff Nurse,30,30,"3,882.00","1,553.00",800,"1,529.00",0,0,0,"1,000.00",0,"1,169.00",0,"9,933.00",466,156.35,80,0,0,0,0,702.35,"9,231.00"
137,184,Anita Rao,AnitaRao@gmail.com,,Nursing,Staff Nurse,30,30,"5,675.00","2,270.00",800,"2,605.00",500,0,0,"2,500.00",0,"1,847.00",0,"16,197.00",681,239.7,100,0,0,0,0,"1,020.70","15,176.00"
138,185,Madhavi Menon,MadhaviMenon@gmail.com,,Nursing,Staff Nurse,13,13,"2,243.00",897,347,999,0,0,0,"1,000.00",0,378,0,"5,864.00",269,85.15,0,0,0,0,0,354.15,"5,510.00"
139,188,Tanuja Bhattacharya,TanujaBhattacharya@gmail.com,,Nursing,Staff Nurse,18,18,"2,228.00",891,480,857,0,0,0,0,0,0,0,"4,456.00",267,78,0,0,0,0,0,345,"4,111.00"
140,189,Neha Chatterjee,NehaChatterjee@gmail.com,,Nursing,Staff Nurse,23,23,"2,822.00","1,129.00",613,"1,080.00",0,0,0,0,0,491,0,"6,135.00",339,107.4,0,0,0,0,0,446.4,"5,689.00"
141,191,Neha Thakur,NehaThakur@gmail.com,,Nursing,Staff Nurse,30,30,"4,125.00","1,650.00",800,"1,675.00",0,0,0,0,0,0,0,"8,250.00",495,144.4,80,0,0,0,0,719.4,"7,531.00"
142,195,Vivek Malhotra,VivekMalhotra@gmail.com,,Nursing,Staff Nurse,28,28,"4,492.00","1,797.00",747,"1,948.00","1,000.00",0,0,"2,500.00",0,0,0,"12,484.00",539,174.75,80,0,0,0,0,793.75,"11,690.00"
143,201,Shalini Joshi,ShaliniJoshi@gmail.com,,Nursing,Staff Nurse,5,5,"1,521.00",608,133,779,250,0,0,"4,000.00",0,0,0,"7,291.00",130,0,0,0,0,0,0,130,"7,161.00"
144,210,Sangeeta Mishra,SangeetaMishra@gmail.com,,Nursing,Staff Nurse,29,29,"4,115.00","1,646.00",773,"1,695.00",0,0,0,"1,000.00",0,"1,427.00",0,"10,656.00",494,169,80,0,0,0,0,743,"9,913.00"
145,219,Shweta Thakur,ShwetaThakur@gmail.com,,Nursing,ICN OT Scheduler,30,30,"14,625.00","5,850.00",800,"7,975.00",0,0,0,"4,000.00",0,0,0,"33,250.00",780,0,200,0,0,0,0,980,"32,270.00"
146,222,Rahul Pillai,RahulPillai@gmail.com,,Nursing,Staff Nurse,30,30,"6,325.00","2,530.00",800,"2,995.00",750,0,0,"2,500.00",0,0,0,"15,900.00",759,234.5,100,0,0,0,0,"1,093.50","14,807.00"
147,228,Pankaj Deshmukh,PankajDeshmukh@gmail.com,,Nursing,Staff Nurse,27,27,"5,175.00","2,070.00",720,"2,385.00","1,000.00",0,0,"2,500.00",0,0,"1,183.00","15,033.00",692,219.35,100,0,0,0,0,"1,011.35","14,022.00"
148,24,Madhavi Nair,MadhaviNair@gmail.com,,Nursing,Staff Nurse,21,21,"3,133.00","1,253.00",560,"1,320.00",0,0,0,0,0,0,0,"6,266.00",376,109.7,80,0,0,0,0,565.7,"5,700.00"
149,241,Anil Ghosh,AnilGhosh@gmail.com,,Nursing,Staff Nurse,30,30,"5,463.00","2,185.00",800,"2,478.00",0,0,0,"2,500.00",0,0,0,"13,426.00",656,191.25,100,0,0,0,0,947.25,"12,479.00"
150,243,Vijay Gowda,VijayGowda@gmail.com,,Nursing,Incharge Nurse,30,30,"8,000.00","3,200.00",800,"4,000.00",250,0,0,"4,000.00",0,0,0,"20,250.00",780,0,150,0,0,0,0,930,"19,320.00"
151,244,Sunil Bhat,SunilBhat@gmail.com,,Nursing,Incharge Nurse,29,29,"8,217.00","3,287.00",773,"4,157.00",250,0,0,"4,000.00",0,0,0,"20,684.00",754,0,150,0,0,0,0,904,"19,780.00"
152,260,Maya Pandey,MayaPandey@gmail.com,,Nursing,Staff Nurse,30,30,"4,600.00","1,840.00",800,"1,960.00",0,0,0,0,0,0,0,"9,200.00",552,161,80,0,0,0,613,"1,406.00","7,794.00"
153,27,Vijay Choudhary,VijayChoudhary@gmail.com,,Nursing,Staff Nurse,30,30,"5,025.00","2,010.00",800,"2,215.00",0,0,0,0,0,0,0,"10,050.00",603,175.9,100,0,0,0,0,878.9,"9,171.00"
154,280,Deepak Gowda,DeepakGowda@gmail.com,,Nursing,Staff Nurse,30,30,"3,594.00","1,438.00",800,"1,356.00",0,0,0,0,0,0,0,"7,188.00",431,125.8,80,0,0,0,0,636.8,"6,551.00"
155,281,Rahul Choudhary,RahulChoudhary@gmail.com,,Nursing,Staff Nurse,30,30,"3,594.00","1,438.00",800,"1,356.00",0,0,0,0,0,0,0,"7,188.00",431,125.8,80,0,438,0,0,"1,074.80","6,113.00"
156,294,Nitin Kaul,NitinKaul@gmail.com,,Nursing,Staff Nurse,20,20,"3,208.00","1,283.00",533,"1,392.00",0,0,0,"1,000.00",0,0,0,"7,416.00",385,112.3,80,0,0,0,0,577.3,"6,839.00"
157,296,Lavanya Reddy,LavanyaReddy@gmail.com,,Nursing,Staff Nurse,30,30,"5,532.00","2,213.00",800,"2,519.00",0,0,0,"1,000.00",0,0,0,"12,064.00",664,193.65,100,0,0,0,0,957.65,"11,106.00"
158,299,Kavita Yadav,KavitaYadav@gmail.com,,Nursing,Staff Nurse,28,28,"4,177.00","1,671.00",747,"1,759.00",0,0,0,"1,000.00",0,663,0,"10,017.00",501,157.8,80,0,0,0,0,738.8,"9,278.00"
159,30,Divya Chakraborty,DivyaChakraborty@gmail.com,,Nursing,Staff Nurse,11,11,"2,704.00","1,082.00",293,"1,329.00",250,0,0,"4,000.00",0,0,0,"9,658.00",286,99.05,60,0,0,0,0,445.05,"9,213.00"
160,303,Radha Reddy,RadhaReddy@gmail.com,,Nursing,Staff Nurse,30,30,"4,050.00","1,620.00",800,"1,630.00",0,0,0,0,0,0,0,"8,100.00",486,141.75,80,0,0,0,0,707.75,"7,392.00"
161,304,Arun Agarwal,ArunAgarwal@gmail.com,,Nursing,Staff Nurse,17,17,"2,295.00",918,453,924,0,0,0,0,0,270,0,"4,860.00",275,85.05,0,0,0,0,0,360.05,"4,500.00"
162,305,Sneha Das,SnehaDas@gmail.com,,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,314,Rekha Patel,RekhaPatel@gmail.com,,Nursing,Staff Nurse,30,30,"3,650.00","1,460.00",800,"1,390.00",0,0,0,0,0,243,0,"7,543.00",438,132,80,0,0,0,0,650,"6,893.00"
164,315,Anil Agarwal,AnilAgarwal@gmail.com,,Nursing,Staff Nurse,29,29,"5,075.00","2,030.00",773,"2,272.00",0,0,0,"2,500.00",0,0,0,"12,650.00",609,177.65,100,0,0,0,0,886.65,"11,763.00"
165,317,Karthik Mukherjee,KarthikMukherjee@gmail.com,,Nursing,Staff Nurse,28,28,"3,803.00","1,521.00",747,"1,535.00",0,0,0,0,0,0,0,"7,606.00",456,133.15,80,0,0,0,0,669.15,"6,937.00"
166,320,Pankaj Kurup,PankajKurup@gmail.com,,Nursing,Staff Nurse,2,2,298,119,53,126,0,0,0,0,0,0,0,596,36,10.45,0,0,0,0,0,46.45,550
167,322,Sneha Bansal,SnehaBansal@gmail.com,,Nursing,Staff Nurse,30,30,"5,575.00","2,230.00",800,"2,545.00",0,0,0,"1,000.00",0,0,0,"12,150.00",669,195.15,100,0,0,0,0,964.15,"11,186.00"
168,325,Pankaj Iyer,PankajIyer@gmail.com,,Nursing,Staff Nurse,29,29,"3,939.00","1,576.00",773,"1,590.00",0,0,0,0,0,0,0,"7,878.00",473,137.9,80,0,0,0,0,690.9,"7,187.00"
169,327,Arun Banerjee,ArunBanerjee@gmail.com,,Nursing,Staff Nurse,30,30,"4,475.00","1,790.00",800,"1,885.00",0,0,0,"1,000.00",0,0,0,"9,950.00",537,156.65,80,0,0,0,0,773.65,"9,176.00"
170,329,Kavita Kumar,KavitaKumar@gmail.com,,Nursing,Staff Nurse,30,30,"3,950.00","1,580.00",800,"1,570.00",0,0,0,"1,000.00",0,0,0,"8,900.00",474,138.25,80,0,0,0,0,692.25,"8,208.00"
171,330,Chitra Jain,ChitraJain@gmail.com,,Nursing,Staff Nurse,30,30,"4,300.00","1,720.00",800,"1,780.00",0,0,0,0,0,0,0,"8,600.00",516,150.5,80,0,0,0,0,746.5,"7,854.00"
172,331,Preeti Das,PreetiDas@gmail.com,,Nursing,Staff Nurse,9,9,"1,290.00",516,240,534,0,0,0,0,0,287,0,"2,867.00",155,50.2,0,0,0,0,0,205.2,"2,662.00"
173,332,Geetha Naidu,GeethaNaidu@gmail.com,,Nursing,Staff Nurse,22,22,"2,988.00","1,195.00",587,"1,206.00",0,0,0,0,0,0,0,"5,976.00",359,104.6,60,0,0,0,0,523.6,"5,452.00"
174,335,Anil Reddy,AnilReddy@gmail.com,,Nursing,Staff Nurse,30,30,"7,875.00","3,150.00",800,"3,925.00",250,0,0,"2,500.00",0,0,0,"18,500.00",780,0,150,0,0,0,0,930,"17,570.00"
175,336,Shweta Menon,ShwetaMenon@gmail.com,,Nursing,Staff Nurse,28,28,"3,267.00","1,307.00",747,"1,213.00",0,0,0,0,0,0,0,"6,534.00",392,114.35,80,0,0,0,0,586.35,"5,948.00"
176,337,Rahul Menon,RahulMenon@gmail.com,,Nursing,Staff Nurse,30,30,"3,600.00","1,440.00",800,"1,360.00",0,0,0,0,0,0,0,"7,200.00",432,126,80,0,0,0,0,638,"6,562.00"
177,338,Rajesh Yadav,RajeshYadav@gmail.com,,Nursing,Staff Nurse,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,0,0,"7,000.00",420,122.5,80,0,0,0,0,622.5,"6,378.00"
178,339,Vijay Dey,VijayDey@gmail.com,,Nursing,Staff Nurse,30,30,"4,475.00","1,790.00",800,"1,885.00",0,0,0,0,0,0,0,"8,950.00",537,156.65,80,0,0,0,0,773.65,"8,176.00"
179,340,Preeti Banerjee,PreetiBanerjee@gmail.com,,Nursing,Staff Nurse,30,30,"4,175.00","1,670.00",800,"1,705.00",0,0,0,0,0,557,0,"8,907.00",501,155.9,80,0,0,0,0,736.9,"8,170.00"
180,342,Amit Kumar,AmitKumar@gmail.com,,Nursing,Staff Nurse,30,30,"5,225.00","2,090.00",800,"2,335.00",0,0,0,"1,000.00",0,0,0,"11,450.00",627,182.9,100,0,0,0,0,909.9,"10,540.00"
181,345,Priya Bhat,PriyaBhat@gmail.com,,Nursing,Staff Nurse,30,30,"5,025.00","2,010.00",800,"2,215.00",0,0,0,0,0,0,0,"10,050.00",603,175.9,100,0,0,0,0,878.9,"9,171.00"
182,346,Sonal Shetty,SonalShetty@gmail.com,,Nursing,Staff Nurse,30,30,"4,025.00","1,610.00",800,"1,615.00",0,0,0,0,0,805,0,"8,855.00",483,155,80,0,0,0,0,718,"8,137.00"
183,350,Chitra Kumar,ChitraKumar@gmail.com,,Nursing,Incharge Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,353,Rohan Deshmukh,RohanDeshmukh@gmail.com,,Nursing,Staff Nurse,30,30,"4,175.00","1,670.00",800,"1,705.00",0,0,0,0,0,557,0,"8,907.00",501,155.9,80,0,0,0,0,736.9,"8,170.00"
185,356,Sanjay Patil,SanjayPatil@gmail.com,,Nursing,Staff Nurse,30,30,"5,513.00","2,205.00",800,"2,508.00",0,0,0,"1,000.00",0,401,0,"12,427.00",662,200,100,0,0,0,0,962,"11,465.00"
186,359,Ritu Patel,RituPatel@gmail.com,,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,360,Ritu Kaul,RituKaul@gmail.com,,Nursing,Staff Nurse,27,27,"4,613.00","1,845.00",720,"2,048.00",0,0,0,"1,000.00",0,0,0,"10,226.00",554,161.5,80,0,0,0,0,795.5,"9,431.00"
188,362,Geetha Basu,GeethaBasu@gmail.com,,Nursing,Staff Nurse,12,12,"1,570.00",628,320,622,0,0,0,0,0,0,0,"3,140.00",188,54.95,0,0,109,0,0,351.95,"2,788.00"
189,363,Pooja Patil,PoojaPatil@gmail.com,,Nursing,Staff Nurse,30,30,"3,925.00","1,570.00",800,"1,555.00",0,0,0,0,0,262,0,"8,112.00",471,142,80,0,0,0,0,693,"7,419.00"
190,370,Naveen Nair,NaveenNair@gmail.com,,Nursing,Staff Nurse,30,30,"4,600.00","1,840.00",800,"1,960.00",0,0,0,0,0,0,0,"9,200.00",552,161,80,0,0,0,0,793,"8,407.00"
191,373,Ritu Dey,RituDey@gmail.com,,Nursing,Staff Nurse,30,30,"4,175.00","1,670.00",800,"1,705.00",0,0,0,0,0,835,0,"9,185.00",501,160.75,80,0,0,0,0,741.75,"8,443.00"
192,374,Sanjay Das,SanjayDas@gmail.com,,Nursing,Staff Nurse,30,30,"3,650.00","1,460.00",800,"1,390.00",0,0,0,0,0,243,0,"7,543.00",438,132,80,0,0,0,0,650,"6,893.00"
193,377,Deepak Bhat,DeepakBhat@gmail.com,S Shiva Sharanayya,Nursing,Staff Nurse,29,29,"4,858.00","1,943.00",773,"2,141.00",0,0,0,"1,000.00",0,335,0,"11,050.00",583,175.9,80,0,0,0,0,838.9,"10,211.00"
194,379,Sneha Paul,SnehaPaul@gmail.com,Sivaraman,Nursing,Staff Nurse,30,30,"4,075.00","1,630.00",800,"1,645.00",0,0,0,0,0,0,0,"8,150.00",489,142.65,80,0,0,0,0,711.65,"7,438.00"
195,380,Sandeep Tripathi,SandeepTripathi@gmail.com,Kuttappan,Nursing,Staff Nurse,30,30,"5,250.00","2,100.00",800,"2,350.00",0,0,0,"2,500.00",0,0,0,"13,000.00",630,183.75,100,0,0,0,0,913.75,"12,086.00"
196,381,Geetha Patel,GeethaPatel@gmail.com,Narsi Reddy,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,387,Maya Naik,MayaNaik@gmail.com,George,Nursing,Staff Nurse,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,0,0,"7,000.00",420,122.5,80,0,0,0,0,622.5,"6,378.00"
198,388,Meena Malhotra,MeenaMalhotra@gmail.com,Balaraj,Nursing,Staff Nurse,30,30,"3,575.00","1,430.00",800,"1,345.00",0,0,0,0,0,477,0,"7,627.00",429,133.5,80,0,0,0,0,642.5,"6,985.00"
199,392,Suresh Reddy,SureshReddy@gmail.com,R Pedda Murali,Nursing,Staff Nurse,30,30,"4,340.00","1,736.00",800,"1,804.00",0,0,0,0,0,0,0,"8,680.00",521,151.9,80,0,0,0,0,752.9,"7,927.00"
200,397,Swati Shetty,SwatiShetty@gmail.com,GOERGE,Nursing,Staff Nurse,29,29,"4,060.00","1,624.00",773,"1,663.00",0,0,0,0,0,280,0,"8,400.00",487,147,80,0,0,0,0,714,"7,686.00"
201,401,Kavita Menon,KavitaMenon@gmail.com,M R P M JOSEPH,Nursing,Staff Nurse,30,30,"5,240.00","2,096.00",800,"2,344.00",0,0,0,"1,000.00",0,383,0,"11,863.00",629,190.1,100,0,0,0,0,919.1,"10,944.00"
202,405,Sunil Bhattacharya,SunilBhattacharya@gmail.com,SUNDER RAJ,Nursing,Staff Nurse,30,30,"3,988.00","1,595.00",800,"1,593.00",0,0,0,0,0,0,0,"7,976.00",479,139.6,80,0,0,0,0,698.6,"7,277.00"
203,409,Pooja Roy,PoojaRoy@gmail.com,APPALA RAJU,Nursing,Staff Nurse,30,30,"4,480.00","1,792.00",800,"1,888.00",0,0,0,0,0,0,0,"8,960.00",538,156.8,80,0,0,0,0,774.8,"8,185.00"
204,414,Vivek Shukla,VivekShukla@gmail.com,SIDAPPA,Nursing,Staff Nurse,30,30,"5,225.00","2,090.00",800,"2,335.00",0,0,0,0,0,0,0,"10,450.00",627,182.9,100,0,0,0,0,909.9,"9,540.00"
205,416,Kiran Jain,KiranJain@gmail.com,MUNIRATNA REDDY N,Nursing,Staff Nurse,30,30,"4,900.00","1,960.00",800,"2,140.00",0,0,0,0,0,0,0,"9,800.00",588,171.5,80,0,0,0,0,839.5,"8,961.00"
206,419,Anil Nair,AnilNair@gmail.com,KRISHNA MURTHY K,Nursing,Staff Nurse,30,30,"4,760.00","1,904.00",800,"2,056.00",0,0,0,0,0,0,0,"9,520.00",571,166.6,80,0,0,0,0,817.6,"8,702.00"
207,421,Namrata Agarwal,NamrataAgarwal@gmail.com,RAMESH,Nursing,Staff Nurse,30,30,"4,456.00","1,782.00",800,"1,874.00",0,0,0,0,0,891,0,"9,803.00",535,171.55,80,0,0,0,0,786.55,"9,016.00"
208,422,Ajay Mishra,AjayMishra@gmail.com,ELAIAH,Nursing,Staff Nurse,26,26,"5,482.00","2,193.00",693,"2,596.00",0,0,0,0,0,0,0,"10,964.00",658,191.9,100,0,0,0,0,949.9,"10,014.00"
209,423,Rohan Patel,RohanPatel@gmail.com,KOLLAYYA,Nursing,Staff Nurse,30,30,"4,760.00","1,904.00",800,"2,056.00",0,0,0,0,0,0,0,"9,520.00",571,166.6,80,0,0,0,0,817.6,"8,702.00"
210,424,Priya Ghosh,PriyaGhosh@gmail.com,V S THOMAS,Nursing,Staff Nurse,30,30,"4,760.00","1,904.00",800,"2,056.00",0,0,0,0,0,0,0,"9,520.00",571,166.6,80,0,0,0,0,817.6,"8,702.00"
211,425,Ravi Bhattacharya,RaviBhattacharya@gmail.com,SANAULLA,Nursing,Staff Nurse,30,30,"4,760.00","1,904.00",800,"2,056.00",0,0,0,"1,000.00",0,701,0,"11,221.00",571,178.9,80,0,0,0,0,829.9,"10,391.00"
212,428,Meena Verma,MeenaVerma@gmail.com,VARGHESE P T,Nursing,Staff Nurse,30,30,"5,240.00","2,096.00",800,"2,344.00",0,0,0,0,0,0,0,"10,480.00",629,183.4,100,0,0,0,0,912.4,"9,568.00"
213,433,Sneha Chatterjee,SnehaChatterjee@gmail.com,T SUBBA RAO,Nursing,Staff Nurse,30,30,"4,241.00","1,696.00",800,"1,744.00",0,0,0,0,0,565,0,"9,046.00",509,158.35,80,0,0,0,0,747.35,"8,299.00"
214,434,Bhavana Chatterjee,BhavanaChatterjee@gmail.com,PRASAD PHILIPH,Nursing,Staff Nurse,30,30,"3,920.00","1,568.00",800,"1,552.00",0,0,0,0,0,0,0,"7,840.00",470,137.2,80,0,0,0,0,687.2,"7,153.00"
215,437,Rajesh Rao,RajeshRao@gmail.com,OMKAR E,Nursing,Staff Nurse,30,30,"4,550.00","1,820.00",800,"1,930.00",0,0,0,0,0,910,0,"10,010.00",546,175.2,80,0,0,0,0,801.2,"9,209.00"
216,438,Harsha Gupta,HarshaGupta@gmail.com,JOSE,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,439,Vinod Mukherjee,VinodMukherjee@gmail.com,MEERAVALI SK,Nursing,Staff Nurse,30,30,"3,920.00","1,568.00",800,"1,552.00",0,0,0,0,0,233,786,"8,859.00",518,155.05,80,0,0,0,0,753.05,"8,106.00"
218,440,Sandeep Reddy,SandeepReddy@gmail.com,RAMAIAH,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,0,758,"8,878.00",533,155.4,80,0,0,0,0,768.4,"8,110.00"
219,445,Shweta Basu,ShwetaBasu@gmail.com,RAJAH RAO M,Nursing,Staff Nurse,30,30,"5,463.00","2,185.00",800,"2,478.00",0,0,0,0,0,0,"1,103.00","12,029.00",722,210.55,100,0,0,0,0,"1,032.55","10,996.00"
220,450,Karthik Pillai,KarthikPillai@gmail.com,K PRABHUDAS,Nursing,Staff Nurse,30,30,"4,250.00","1,700.00",800,"1,750.00",0,0,0,0,0,0,0,"8,500.00",510,148.75,80,0,0,0,0,738.75,"7,761.00"
221,457,Geetha Sen,GeethaSen@gmail.com,RAYAPU REDDY G,Nursing,Staff Nurse,30,30,"4,340.00","1,736.00",800,"1,804.00",0,0,0,0,0,258,510,"9,448.00",551,165.35,80,0,0,0,0,796.35,"8,652.00"
222,459,Vijay Naidu,VijayNaidu@gmail.com,T J SIMON,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,483,477,"9,080.00",516,158.9,80,0,0,0,0,754.9,"8,325.00"
223,462,Shweta Bhattacharya,ShwetaBhattacharya@gmail.com,P LAKSHMI NARAYANA,Nursing,Staff Nurse,28,28,"3,005.00","1,202.00",747,"1,057.00",0,0,0,0,0,0,245,"6,256.00",375,109.5,80,0,0,0,0,564.5,"5,692.00"
224,465,Sunil Dey,SunilDey@gmail.com,C SUBBARAYUDU,Nursing,Staff Nurse,30,30,"4,169.00","1,667.00",800,"1,701.00",0,0,0,0,0,0,316,"8,653.00",519,151.45,80,0,0,0,0,750.45,"7,903.00"
225,466,Shalini Roy,ShaliniRoy@gmail.com,K RAMA SUBBAIAH,Nursing,Staff Nurse,6,6,834,333,160,340,0,0,0,0,0,0,0,"1,667.00",100,29.2,0,0,0,0,0,129.2,"1,538.00"
226,467,Deepak Dey,DeepakDey@gmail.com,D KHASIM SAHEB,Nursing,Staff Nurse,6,6,812,325,160,327,0,0,0,0,0,242,0,"1,866.00",97,32.7,0,0,0,0,0,129.7,"1,736.00"
227,468,Karthik Basu,KarthikBasu@gmail.com,MUHAMMED YUSUF,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,242,196,"8,558.00",499,149.8,80,0,0,0,0,728.8,"7,829.00"
228,469,Bhavana Pillai,BhavanaPillai@gmail.com,JOSE THOMAS,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,0,196,"8,316.00",499,145.55,80,0,0,0,0,724.55,"7,591.00"
229,470,Anita Pillai,AnitaPillai@gmail.com,P RANGA REDDY,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,0,168,"8,288.00",497,145.05,80,0,0,0,0,722.05,"7,566.00"
230,471,Sunil Paul,SunilPaul@gmail.com,THIMMAIAH,Nursing,Staff Nurse,28,28,"3,383.00","1,353.00",747,"1,283.00",0,0,0,0,0,0,0,"6,766.00",406,118.45,80,0,0,0,0,604.45,"6,162.00"
